C81 Table

Cl vs alpha & Mach
alpha	M0.1	M0.2	M0.3	M0.4	M0.5	M0.6	M0.7	M0.8
 97.00	 -0.5940	 -0.5940	 -0.5940	 -0.5940	 -0.5940	 -0.5940	 -0.5940	 -0.5940
 98.00	 -0.5960	 -0.5960	 -0.5960	 -0.5960	 -0.5960	 -0.5960	 -0.5960	 -0.5960
 99.00	 -0.5980	 -0.5980	 -0.5980	 -0.5980	 -0.5980	 -0.5980	 -0.5980	 -0.5980
100.00	 -0.6000	 -0.6000	 -0.6000	 -0.6000	 -0.6000	 -0.6000	 -0.6000	 -0.6000
101.00	 -0.6020	 -0.6020	 -0.6020	 -0.6020	 -0.6020	 -0.6020	 -0.6020	 -0.6020
102.00	 -0.6040	 -0.6040	 -0.6040	 -0.6040	 -0.6040	 -0.6040	 -0.6040	 -0.6040
103.00	 -0.6060	 -0.6060	 -0.6060	 -0.6060	 -0.6060	 -0.6060	 -0.6060	 -0.6060
104.00	 -0.6080	 -0.6080	 -0.6080	 -0.6080	 -0.6080	 -0.6080	 -0.6080	 -0.6080
105.00	 -0.6100	 -0.6100	 -0.6100	 -0.6100	 -0.6100	 -0.6100	 -0.6100	 -0.6100
106.00	 -0.6120	 -0.6120	 -0.6120	 -0.6120	 -0.6120	 -0.6120	 -0.6120	 -0.6120
107.00	 -0.6140	 -0.6140	 -0.6140	 -0.6140	 -0.6140	 -0.6140	 -0.6140	 -0.6140
108.00	 -0.6160	 -0.6160	 -0.6160	 -0.6160	 -0.6160	 -0.6160	 -0.6160	 -0.6160
109.00	 -0.6180	 -0.6180	 -0.6180	 -0.6180	 -0.6180	 -0.6180	 -0.6180	 -0.6180
110.00	 -0.6200	 -0.6200	 -0.6200	 -0.6200	 -0.6200	 -0.6200	 -0.6200	 -0.6200
111.00	 -0.6220	 -0.6220	 -0.6220	 -0.6220	 -0.6220	 -0.6220	 -0.6220	 -0.6220
112.00	 -0.6240	 -0.6240	 -0.6240	 -0.6240	 -0.6240	 -0.6240	 -0.6240	 -0.6240
113.00	 -0.6260	 -0.6260	 -0.6260	 -0.6260	 -0.6260	 -0.6260	 -0.6260	 -0.6260
114.00	 -0.6280	 -0.6280	 -0.6280	 -0.6280	 -0.6280	 -0.6280	 -0.6280	 -0.6280
115.00	 -0.6300	 -0.6300	 -0.6300	 -0.6300	 -0.6300	 -0.6300	 -0.6300	 -0.6300
116.00	 -0.6270	 -0.6270	 -0.6270	 -0.6270	 -0.6270	 -0.6270	 -0.6270	 -0.6270
117.00	 -0.6240	 -0.6240	 -0.6240	 -0.6240	 -0.6240	 -0.6240	 -0.6240	 -0.6240
118.00	 -0.6210	 -0.6210	 -0.6210	 -0.6210	 -0.6210	 -0.6210	 -0.6210	 -0.6210
119.00	 -0.6180	 -0.6180	 -0.6180	 -0.6180	 -0.6180	 -0.6180	 -0.6180	 -0.6180
120.00	 -0.6150	 -0.6150	 -0.6150	 -0.6150	 -0.6150	 -0.6150	 -0.6150	 -0.6150
121.00	 -0.6120	 -0.6120	 -0.6120	 -0.6120	 -0.6120	 -0.6120	 -0.6120	 -0.6120
122.00	 -0.6090	 -0.6090	 -0.6090	 -0.6090	 -0.6090	 -0.6090	 -0.6090	 -0.6090
123.00	 -0.6060	 -0.6060	 -0.6060	 -0.6060	 -0.6060	 -0.6060	 -0.6060	 -0.6060
124.00	 -0.6030	 -0.6030	 -0.6030	 -0.6030	 -0.6030	 -0.6030	 -0.6030	 -0.6030
125.00	 -0.6000	 -0.6000	 -0.6000	 -0.6000	 -0.6000	 -0.6000	 -0.6000	 -0.6000
126.00	 -0.5970	 -0.5970	 -0.5970	 -0.5970	 -0.5970	 -0.5970	 -0.5970	 -0.5970
127.00	 -0.5940	 -0.5940	 -0.5940	 -0.5940	 -0.5940	 -0.5940	 -0.5940	 -0.5940
128.00	 -0.5910	 -0.5910	 -0.5910	 -0.5910	 -0.5910	 -0.5910	 -0.5910	 -0.5910
129.00	 -0.5880	 -0.5880	 -0.5880	 -0.5880	 -0.5880	 -0.5880	 -0.5880	 -0.5880
130.00	 -0.5850	 -0.5850	 -0.5850	 -0.5850	 -0.5850	 -0.5850	 -0.5850	 -0.5850
131.00	 -0.5820	 -0.5820	 -0.5820	 -0.5820	 -0.5820	 -0.5820	 -0.5820	 -0.5820
132.00	 -0.5790	 -0.5790	 -0.5790	 -0.5790	 -0.5790	 -0.5790	 -0.5790	 -0.5790
133.00	 -0.5760	 -0.5760	 -0.5760	 -0.5760	 -0.5760	 -0.5760	 -0.5760	 -0.5760
134.00	 -0.5730	 -0.5730	 -0.5730	 -0.5730	 -0.5730	 -0.5730	 -0.5730	 -0.5730
135.00	 -0.5700	 -0.5700	 -0.5700	 -0.5700	 -0.5700	 -0.5700	 -0.5700	 -0.5700
136.00	 -0.5670	 -0.5670	 -0.5670	 -0.5670	 -0.5670	 -0.5670	 -0.5670	 -0.5670
137.00	 -0.5640	 -0.5640	 -0.5640	 -0.5640	 -0.5640	 -0.5640	 -0.5640	 -0.5640
138.00	 -0.5610	 -0.5610	 -0.5610	 -0.5610	 -0.5610	 -0.5610	 -0.5610	 -0.5610
139.00	 -0.5580	 -0.5580	 -0.5580	 -0.5580	 -0.5580	 -0.5580	 -0.5580	 -0.5580
140.00	 -0.5550	 -0.5550	 -0.5550	 -0.5550	 -0.5550	 -0.5550	 -0.5550	 -0.5550
141.00	 -0.5488	 -0.5488	 -0.5488	 -0.5488	 -0.5488	 -0.5488	 -0.5488	 -0.5488
142.00	 -0.5425	 -0.5425	 -0.5425	 -0.5425	 -0.5425	 -0.5425	 -0.5425	 -0.5425
143.00	 -0.5362	 -0.5362	 -0.5362	 -0.5362	 -0.5362	 -0.5362	 -0.5362	 -0.5362
144.00	 -0.5300	 -0.5300	 -0.5300	 -0.5300	 -0.5300	 -0.5300	 -0.5300	 -0.5300
145.00	 -0.5238	 -0.5238	 -0.5238	 -0.5238	 -0.5238	 -0.5238	 -0.5238	 -0.5238
146.00	 -0.5175	 -0.5175	 -0.5175	 -0.5175	 -0.5175	 -0.5175	 -0.5175	 -0.5175
147.00	 -0.5112	 -0.5112	 -0.5112	 -0.5112	 -0.5112	 -0.5112	 -0.5112	 -0.5112
148.00	 -0.5050	 -0.5050	 -0.5050	 -0.5050	 -0.5050	 -0.5050	 -0.5050	 -0.5050
149.00	 -0.4988	 -0.4988	 -0.4988	 -0.4988	 -0.4988	 -0.4988	 -0.4988	 -0.4988
150.00	 -0.4925	 -0.4925	 -0.4925	 -0.4925	 -0.4925	 -0.4925	 -0.4925	 -0.4925
151.00	 -0.4862	 -0.4862	 -0.4862	 -0.4862	 -0.4862	 -0.4862	 -0.4862	 -0.4862
152.00	 -0.4800	 -0.4800	 -0.4800	 -0.4800	 -0.4800	 -0.4800	 -0.4800	 -0.4800
153.00	 -0.4738	 -0.4738	 -0.4738	 -0.4738	 -0.4738	 -0.4738	 -0.4738	 -0.4738
154.00	 -0.4675	 -0.4675	 -0.4675	 -0.4675	 -0.4675	 -0.4675	 -0.4675	 -0.4675
155.00	 -0.4612	 -0.4612	 -0.4612	 -0.4612	 -0.4612	 -0.4612	 -0.4612	 -0.4612
156.00	 -0.4550	 -0.4550	 -0.4550	 -0.4550	 -0.4550	 -0.4550	 -0.4550	 -0.4550
157.00	 -0.4488	 -0.4488	 -0.4488	 -0.4488	 -0.4488	 -0.4488	 -0.4488	 -0.4488
158.00	 -0.4425	 -0.4425	 -0.4425	 -0.4425	 -0.4425	 -0.4425	 -0.4425	 -0.4425
159.00	 -0.4362	 -0.4362	 -0.4362	 -0.4362	 -0.4362	 -0.4362	 -0.4362	 -0.4362
160.00	 -0.4300	 -0.4300	 -0.4300	 -0.4300	 -0.4300	 -0.4300	 -0.4300	 -0.4300
161.00	 -0.4238	 -0.4238	 -0.4238	 -0.4238	 -0.4238	 -0.4238	 -0.4238	 -0.4238
162.00	 -0.4175	 -0.4175	 -0.4175	 -0.4175	 -0.4175	 -0.4175	 -0.4175	 -0.4175
163.00	 -0.4112	 -0.4112	 -0.4112	 -0.4112	 -0.4112	 -0.4112	 -0.4112	 -0.4112
164.00	 -0.4050	 -0.4050	 -0.4050	 -0.4050	 -0.4050	 -0.4050	 -0.4050	 -0.4050
165.00	 -0.3988	 -0.3988	 -0.3988	 -0.3988	 -0.3988	 -0.3988	 -0.3988	 -0.3988
166.00	 -0.3925	 -0.3925	 -0.3925	 -0.3925	 -0.3925	 -0.3925	 -0.3925	 -0.3925
167.00	 -0.3862	 -0.3862	 -0.3862	 -0.3862	 -0.3862	 -0.3862	 -0.3862	 -0.3862
168.00	 -0.3800	 -0.3800	 -0.3800	 -0.3800	 -0.3800	 -0.3800	 -0.3800	 -0.3800
169.00	 -0.3825	 -0.3825	 -0.3825	 -0.3825	 -0.3825	 -0.3825	 -0.3825	 -0.3825
170.00	 -0.3850	 -0.3850	 -0.3850	 -0.3850	 -0.3850	 -0.3850	 -0.3850	 -0.3850
171.00	 -0.3875	 -0.3875	 -0.3875	 -0.3875	 -0.3875	 -0.3875	 -0.3875	 -0.3875
172.00	 -0.3900	 -0.3900	 -0.3900	 -0.3900	 -0.3900	 -0.3900	 -0.3900	 -0.3900
173.00	 -0.3625	 -0.3625	 -0.3625	 -0.3625	 -0.3625	 -0.3625	 -0.3625	 -0.3625
174.00	 -0.3350	 -0.3350	 -0.3350	 -0.3350	 -0.3350	 -0.3350	 -0.3350	 -0.3350
175.00	 -0.3075	 -0.3075	 -0.3075	 -0.3075	 -0.3075	 -0.3075	 -0.3075	 -0.3075
176.00	 -0.2800	 -0.2800	 -0.2800	 -0.2800	 -0.2800	 -0.2800	 -0.2800	 -0.2800
177.00	 -0.2200	 -0.2200	 -0.2200	 -0.2200	 -0.2200	 -0.2200	 -0.2200	 -0.2200
178.00	 -0.1600	 -0.1600	 -0.1600	 -0.1600	 -0.1600	 -0.1600	 -0.1600	 -0.1600
179.00	 -0.1000	 -0.1000	 -0.1000	 -0.1000	 -0.1000	 -0.1000	 -0.1000	 -0.1000
180.00	 -0.0400	 -0.0400	 -0.0400	 -0.0400	 -0.0400	 -0.0400	 -0.0400	 -0.0400
